id,md5sum_movie,movie_revs_id
2613345,e08bdbb93c9d83eda6ec2814555660c5,30
2640997,92da8ff872017fc8ec7ca060752a4983,40
2641461,aa99fba890f3bfdd573f9f21b95f6f5a,41
2641459,05f078d9ee6f44408a2fee06ef8e074c,41
2765698,5e9ed7c82fddf65e4770201689358399,48
2646679,7493ae3d64faa915e50b1697ed107381,50
2646677,72becb693770b54c2073a032e47b4a70,50
3834966,8a5e9f5614b06df4b703860de1f87aa7,67
2679427,650202718f76656836d06238bb7a0b06,110
2679426,0d256f1c120255fb9250c80fb0661852,110
2679873,1c479d1546fddbc424f1d1ddd6dd098c,112
2679872,3bad7647d2e0be579cbe70d77953fe96,112
3576155,2899b2a8a974f42c8243882345c40043,127
3835090,cdcd959aee9adae6c616f63238f236a0,129
2688681,08d77132afc0804f935c3f580eae326d,132
3583046,60ded22be41bbe27e94647eff0b4d281,134
3583047,a9ef216786196e3c78f14c98965e7f70,134
3583042,8202646c0a5377945fa2dc5558da1680,134
3583045,7fd6e9012af6f19935a24d5490259e5a,134
3583044,a8627740c504330c58ce06d3f8fa8101,134
3583038,17bfac5f059038609e3d118ada18ec89,134
2636352,1743575aa4d0426ec3a926a7929cd11a,141
3684453,0066a69c6dcbda4c29a722aebb671ad0,175
3684451,9fbd70cf57da8e37e695d551f2b53af7,175
2754899,5e926b4884ccc95314f0fc06a26adead,183
2722104,e5eff0f978af21c3040758b3b97af14a,194
2722095,4409f8b9fd6fd254f5b4be92545dd281,194
3838096,0472d0f5bafb2420d051fcbcef85a510,199
3835172,ccb9eda62b7ccf140318f6f5c76caf8f,206
3141119,725cdf871e55435f5cd100d6aeed7b2c,206
2735221,8cc6f23598d6880a9296ac67d17fc16b,222
2735220,d0d49befbe80e754a46b10ca88f71c35,222
3693325,03834a12476dfa9516ec8f3c331dcfb5,247
3693327,1bcdde908e4af7fb24ac72250b8d9a48,247
3693331,c72d2e48359a1093d6ebe47a50facff8,247
3693328,be9fe23c5e576d2c4fff746c433dd405,247
3693330,61f64dd0c103030f64c3a0a666668292,247
2621996,1f0dab364f86c3f9ccc6bd9e391b18a4,247
2701696,1f0dab364f86c3f9ccc6bd9e391b18a4,247
2637944,1920be051b55e358bc55b829aca31e96,247
3620098,c29b587b8f52e755880b2ff233bf6734,248
3620097,b385c10ee7ccc4462706e30c21add539,248
3620083,f38f11010ca83db18e1827364c4e2d36,248
3620076,6e7b8425fae1eb3d7dc2d8fc739818e7,248
3620080,2a3fb6dcde3ead8dc06c89a2830e8869,248
3620078,b82ebd79d1db3b606e4ebae9b48a50a4,248
3620102,883d461021ef540be38de3ff9ed25832,248
3620096,0d0339ab0f1014a3180e982d26a5d613,248
2748266,9f222fd62e79cb9fe60514088a668a1f,253
3526835,94200ee01563cf942c572e03899f96a9,255
3591375,2e6f1cba4b54a860c6785625b007800d,271
3591391,e7e6f75542346e9621ac27ec3eafb722,271
3591383,ae577936d535147bafabdc88eb68b93f,271
3591379,3fa85ebb471aac6f6c17f51959d7c1d9,271
3591384,8edf8ca2d98360193e114be37fd979ae,271
3591385,7bc18b4c60f1490f192c26fb7fc45854,271
3591374,9cc450f2e5b59250964f2a5e3ed5446b,271
3591389,102e9de83470a5554e5966b439e8f7e6,271
3714499,cc7e42686f5d6452d694f28bd9d5a73f,271
3714500,7071e04054cbe864e9959443821a793e,271
2753590,bca92625af842ee11bc924fa4afd4eb4,273
3838111,ff77835dcadd196ed467f0e4f3573480,293
2760532,c0a3eba736e3c314eb237b129da9b5fd,294
2760528,bc5dfb55933b894597476bee38e9c38f,294
2760533,c70bee5b997aaf13bbc46d5170204fe9,294
3626672,ccbb042e8a0189dcee43fc5b303db690,302
3626671,9eb7e0af2fd12d15ca8ae1020c14cd42,302
3594433,5a29099c52e595414618945db843fef8,312
3594425,e689fed97de8d38c963f2e788b7d471f,312
3594426,cb764de96e2ab8f31c1de6c89b59efd3,312
3594429,b637f09b664855ba459ff6ef2085e331,312
2799290,832108c5394e5be03fc0e6e0af9153ef,357
2804192,0ed02de24825b6b2944be86fffca53c0,371
3694164,ba02fd73445b2c46467081e0fad2b0ca,372
3694171,57a10f72d1bfe80f8aef740d3b4fecaf,372
2662473,60bd408069defd7f2d66148ca9fb4165,423
2842609,6094f9fa471675734d2eebdeaed77344,445
2842614,04298d6ba14af1d34b7c9f6a12576e38,445
2849381,2a35916cb129d7891fd00e37554734d2,456
2849379,2a5912b8e60f15f37b91c85ef4df81ad,456
2849382,c38a8646ede519837893aff80e224121,456
3608708,8d7f624777a264b8c31df2f8a12cd267,512
2893001,252ee7ca84ce64da0438fdce3e4f902f,513
2894822,098267ed3c09732c1522a8f0fbc0f87a,515
2894816,bf390dd726f2e5816567e9431d5bdb6c,515
3835932,283ff7d6cfbf2907ed5518550d8cec57,515
2902476,fb292b6549be6ebf46b87c1dca14fbde,529
2920094,cd0132eff07d1294e78e260b212290c5,543
2925401,3c54d6c1be9669440d389bf1a8c3ddc2,553
2934237,d63edee1f721398896fb34f479ef8ee6,563
2941538,24925eb1c59d4fbb985a11eae9fcd179,585
3836064,98dbfd49ac7c0b13d36a055c2025db91,589
2946615,90ad1d2e0acfa01a70b24ed2785109a0,599
3614663,cfc9c3fa65d748ba521ba3444add9791,609
2960348,50059765aba8b9ad199aa0c58f701d2b,623
2960349,721632932f78009bdb8ccb8e06ddb029,623
2960357,6ddc4f8f277575fc1787fd0ebf93da99,623
2960355,04877d40053c3cea36e8c94ed454fb33,623
2960354,e6da45d1ffeef523dc499d38ad04fc46,623
3617091,8030c4ba51ee72ff4997a885fa8b4380,636
3193909,39e11777dd2e69f44dd52a0bde63d514,636
2973207,718e03c4727391d24c6fce6ff3caf566,652
3320956,18836e07c29264702fe153934528e641,655
3320957,f40a264d3e73d88889e1a02a8d3b6009,655
3320953,9ea82b5644da8558c8c4ced62222c532,655
2975723,850db853a0a3f660eef0d1db525291cc,661
2975720,757e9730aeeb2cf33aa5bddd4b29c7ae,661
2975722,8814f6322eb5fb185cf8bd2c8ebec172,661
2979007,532129e64c0a5da59bb83be2f26adbc2,667
3618696,f520669a758c9f6d797e608cae3a7618,672
2990960,f749ce6c02b10eaf33240d59d56c30eb,672
2989931,d3fa2ab74254cb1ae0bad15b03eb99be,678
2991346,10cf85a197f1771e30fd2fbca8b0f77c,686
2949142,927d037df528101b96e6153bc4c38475,686
2998891,1c361a7ec9cb9514d6264d6b79fe1fd3,701
3836197,7af2b71c4ab8c7ca375253925b119074,701
3622122,9d1faa9d6dbf85fdce59bed78bd07a11,711
3622121,061e5431dda326dd015f503ffa02b2e7,711
3005461,1fd2fe344dc5c6e3764c84cfe1b9d1a0,722
3006173,26513800ecd47849ef04b89827a67a78,725
3624918,82930692b7879fe488b775228267f2c6,745
3134521,1a18074f35a6d2e90e0b52f3a5ce347d,781
3032074,088c19df79d7e6191622e9855ae6092f,785
3034123,f427fd3885c381bbf0b663b3cef1026c,791
3041477,27fafd50671fa8e6bbb6a52771d907a6,802
3041643,552cd8bb7292ae2745249f2d25e9f416,803
3088082,911d076bdf9411a7200e19c357762df5,853
3836533,d7eb011291964ec56e0a90ba75d71e02,853
3631659,284a302036398a695817cf109a666e27,857
3631661,1b1ba8d43a5a70d5e83075645446a713,857
3631670,60e87f262ebe63d01d0de31d052f2e0c,858
3090785,1809d8006f3dfa8bdc985520aee71d57,864
3090782,020daa6e9832c754199ae243cdaf79c0,864
3110295,53b47ed525213e362e8f527ccac070af,896
3114358,2cc023d7de9b3337df389dfa9c0a01fe,912
3114353,36f40548129a46dcc1bcc673a6996989,912
3114357,5ee67f04915dcd503efa7aeea463e664,912
2734173,ce9d95a5c342c337ca4ea216461a6895,912
3836703,154b0f55b4d2d256201bd44a225afcb5,968
2764259,07620fcc95fce438a2348de4f4ed6699,968
3836774,6b177bdecc49541ffc449979bd909cdd,994
3836785,918762ef1b15e3b74cf87d7a7b87f8ca,996
3199634,cfd9ca8f0e2271c753cfd26e9a442d89,1002
3836825,e9126ea9fd0cdd1bf955c40184ed9d69,1002
3203617,2da967d342f66d719d0237ccd753a041,1004
3220878,22b3fdb517f35ac9d736daeaf16b3959,1046
3220881,d423fc4c2010485b562c18084f754f56,1046
3220886,3779a103bc8eeb4d1592209bf09e86c5,1046
3220889,e210164c764abc7920bec986b0e4154a,1046
3554729,1f561ecff4270d13e33bf78d33cde13d,1046
3225979,3e4bce6e4d318cf88d63237f116fef5e,1049
3225975,1c8692a912507cbe79e19370eeca13be,1049
3225976,50a4f61009c6f7e62f75a240f495fd0c,1049
3225980,819264806997f59fc8ba592893cf323c,1049
3225982,40430a5d559b787f31b6e683001ea192,1049
3225981,48961c419de21a4fcb82df43388923e9,1049
3613365,9c44b51bc7a16f1e3a99022e270463b7,1063
3613366,81aef4624fa977a7f7291e04ab7ada6c,1063
3613362,60eb747e7a5c0846e2d3bd62605432d2,1063
3613364,d397c351c13cbebba2067563aa067efb,1063
3238868,108061dc61ae9a2beffec19368135819,1067
3238873,9eecf1c4842e74b5dd19e53f6a3797a2,1067
3238871,a12f1b5f648ca16bc01e683fb2c35d0c,1067
3238872,193f1610dfe3643789d3fef1965fc092,1067
3251104,ae5cb26c5784a06a6b2a83af5709e084,1090
3251102,8aced38aa2d0158ce890d7a002300dba,1090
3264073,7218eb56dadc781699609d49c3148e9b,1122
3266553,e32951ded9df07636622c73fefe131b0,1128
3838318,b3fb18d10b5e73fe47477419e1eda34d,1139
3694852,26e5fff24d73a4581948ebdda35a0a0c,1202
3694855,8d52ce8fc10144ee8dd4e3faba7e9292,1202
3694853,762568d6316c8134726a5cbaaff63b6a,1202
3506297,613599ab788030ad1c9ab2b70df346b2,1203
3506288,d03b0faecde6e46f3d98eccdefd6536b,1203
3506287,50b221cafd8a6ada8932170e879f09d7,1203
3506294,5cb2a02cdde3bf40333ada9bad8b3593,1203
3506301,2fa383091bbde940919f88e836b9788a,1203
3506298,aaa497340aebfdcff3733d77edcd3dac,1203
3760036,6c8df86d778c57419010e15a83c30edf,1207
3321484,130eacab610301347e7db39191011215,1225
3445513,b5ece526db0da1350f80087177134971,1234
3082166,2393ac998954e2e5978e2ec36cf9c332,1236
3327440,175c7863cb1988ba35da81d9dbbd7fe2,1237
3334818,2ce2ac6baa7589431c33b983cc1a28ba,1244
3334821,c44b79d0f5d79070d6ebcbd6662bbfb6,1244
3154681,5acd02fe2a74c79a7b4294aae24cb30a,1244
3335691,c27ffdffa707dd75c0f59f8bb48b0e9b,1247
3837236,bc68fe7e1644860985e942d5bfcda90c,1259
3345258,482a2d106c5a6ee2739a794ea795704d,1261
3345256,60347dff9eaf4189352d11f410634aa9,1261
3345252,cf615b9fde72042e7ab70a56e05ff053,1261
3467464,d248bab34594f659f0b8a7dc9df1b6a6,1261
3346319,fddd516ae1895080ca6fb112b4521d7b,1265
3658508,97bc5d0e3f38817024e54e061813a4d6,1277
3658510,24db95e7753b15529b018bdb41498a68,1277
3355323,cc533d4beaa0edf5eb5d7fa98339124b,1278
3366810,b969bb74b59ec3dd6f0f6f25bb3cfb84,1299
3366809,b01c9202975affd4803010f9ca95d4f1,1299
3366806,85e0cc5df90d0042a3f93818cdc87d0f,1299
3366812,44812d7a3208f2f855fd7dd0527a6eb3,1299
3366813,aa8a610c5271994383b694dd70bb477b,1299
3366808,87a726ce942db2eaa267788e798b8670,1299
3837287,3e1e04124fd8af4d0dd6506c432936a9,1308
3660935,54e8e01bfdaa2a4a2ba1112ad623ef57,1324
3087555,c798c5fa6d4ec0f75a2e530e4eb36865,1347
3087557,db6b02495fc90e3ad22383fdf87f978e,1347
3837351,9eed51c2e4190090fc41323d1f52f574,1359
3393877,f98c7c2008db81424d18ceb6aaba646f,1361
3393876,f8dd68cc7f671a7aa46cdce77a34168e,1361
3837373,24cafbec1365c2fef3a834fa0341aa20,1367
3401607,0feff29f15ebc5bebfef15ca95efe923,1370
3408091,7094c240eabedfa033a9b22c96e00508,1388
3665608,d1595e551fc3ee983091a53f14ee7f9a,1392
3665609,8d126a978b218384f6d9603301f69f19,1392
3666055,bda8a70e3cba57a274f264199a3d7f14,1397
3564803,21f70a62c7883d03b1687fff4b024ea0,1414
3667480,28159c6436c2b0af1401f46578c5d945,1416
3667478,38a9fcee22f5a4b822f1250335feec85,1416
3667481,00af8d1d892d7dd2ef746cd080e06f61,1416
3667479,4713b58da05be7f1dedcbe9af5549c25,1416
3425751,30dd0d8c0312a4713b2002ed11cdfbfb,1417
3837414,d9d2559fca0aefa77e267a8c5486a03f,1419
3428927,c9718e7a878f173b652861cc352aeb24,1423
3428925,da537777b61fe3bc72f9bdd1d6710498,1423
3428923,238ccd9b96dfdfc7f349bb6b8576bd02,1423
3837418,d440dce6e28c6247dcbde77683823c37,1427
3433431,476b03be6e51845f4261fc8ab34cb16d,1434
3433428,bd94f4f1b1c8fea0b5a3a64e73ce3857,1434
2956740,1dac00b4417c5816edabb148916306be,1434
3838395,8b28266fba362597bc7a244bf346a17b,1453
3442431,bb6eb1271e18025736050c93e5f07c5e,1454
2866982,79947d4b3c198992e39d2eb670990789,1461
3838400,ed15b378c463b4332dd9f262d8152d04,1477
3509241,c5c5e80a7a3431b5f6cbb3f7f6dbdfe7,1477
3671917,94f6815cb540b286b3c73b30772b020d,1478
3325241,53ce112f66d7b3014b97730c72008473,1478
3455910,08c50fefce1ab785d112c41aa6f185d6,1496
3462289,1be9c5dee7df14d045fa337eed8668ee,1503
3485568,2264fafa5a6116387cf424207725e656,1550
3486628,a1b91e60a1c868d02948c62dba8acf27,1553
3496856,4331fc322f4b1196a6b83edef5a5edcf,1564
3526001,4f0a91b8629ea10ee80fc98b767c03d0,1625
3546441,01736ad120b3097022186a1616a72f1e,1675
3550268,5dec8af55d8eb59e6653cc8e45295947,1678
3562489,61269e3b77b247ac64130dbf127f0d57,1700
3562487,a87b387393429571d35bd59639849ff5,1700
3562491,e1a045c9e9f2a058ae37d824de055be5,1700
0,348415dfa21812f6b9d6a9831d354f27,1700
3686185,fc10dd9506faaa4c7e865699cc18ce8f,1727
3691436,bbc9837dcb7d3c68b8c68420974d88ff,1732
3836717,b14882fa4ddbf9724fb3753f78a16143,1758
3719599,5c4921de9831a79f368b94b84effef2a,1760
3721384,0acc003caccb8233ba2fd07e046b38fa,1763
3308429,38f2c408141c0ec2b929bb69243116a5,1768
3308434,8d15268ea229b98da7bdf8dc95629d0e,1768
3308439,11c69db288da4becbbbe578ad6d7da8d,1768
3308428,5538d3cf09c53b0501d096d3ac6e70f7,1768
3725034,009fb30f5a1674aa6dc662643f47105f,1772
3838687,adc41bfc66d8cecb48bebf61359d0905,1780
3736612,0be014e8238133781d0244c1be98e5ad,1794
3736918,443cd72ef0c72df48eb560b399f04b9d,1796
3838740,91e7de32338f96fb88aeee6892bf0640,1797
3737356,4caf08466e9721761054cad2d659116d,1798
3748003,7814f7d4063c12f0c0cbcafc3fdbef90,1808
3748005,95a5e19d8209782571508c63b280645f,1808
3748007,5d2358c6ef30ddad65f0a9c847e1d459,1808
3748006,7138026313e6dfd57846567273c45fc0,1808
3838765,5d17fa4fdad78f4309bd0712085a4802,1814
3752860,73d67454ad1ecbefc5177dd0e8bb6001,1819
3752861,9d73176afacca92ff8f30ec2dadef43d,1819
3752859,59fdaf4ed2301687470a7bdc32fde457,1819
3838773,56f997503b28723ef3bf73a79b755536,1819
3752982,6aa5d3966e3ad588d8ff6b3abb7ca1cd,1820
3760828,5fe039570d1c0020f1b2d3a360c7b9d3,1831
3778948,0fa39d1269d3256f94176b660fdc2886,1850
3695108,0132cdf628c535b8c11fa373933cd42f,1875
3695107,7033bb1b551bef325f798125166e5665,1875
3797087,34066c4483fb8b93b62304230d467221,1900
3698583,38c18a41ce4d3f108b96d7013867cc62,1924
3838936,330a9aa86e8e8e6a506ecf2ac9f47a62,1950
3838949,8955e94c5910596d33976905ad9b681d,1955
